ID,A1,A2,A3,A4,A5,Score
1034__hear_10__gauge_22,3,0,0,0,0,0.325450594121
6263__text-book_15__guide_8,2,2,1,0,0,0.38693673203
1462__steps_2__flows_13,2,2,1,1,1,0.687735988217
2561__involves_10__transfer_12,2,2,1,1,0,0.652809239867
6892__choose_12__goals_13,3,1,1,1,0,0.499161038483
6486__developed_13__emerged_4,1,1,0,0,0,0.325895805053
4599__excitement_12__suppressed_11,2,2,2,2,2,1.43408759181
1262__suggests_18__release_16,1,1,0,0,0,0.259682727086
6208__organisations_13__force_11,2,1,1,1,0,0.559291351517
2866__streets_9__importing_6,3,2,1,0,0,0.587949384009
506__rampaging_23__suit_3,2,0,0,0,0,0.190408255052
503__left_40__gifts_30,1,1,1,0,0,0.449736097341
6644__immanence_38__relationship_36,3,3,3,0,0,1.23888995753
11131__stuff_8__chartsey_7,3,3,2,2,1,1.38289407017
7017__sense_13__opposite_12,2,1,1,1,0,0.713816485172
3124__manifesto_3__contained_4,3,0,0,0,0,0.17595248864
12098__day_15__cover_13,3,1,1,0,0,0.695158021527
2698__rent_24__deposits_22,1,1,1,0,0,0.429842028341
6734__compatible_9__maintenance_12,3,2,1,0,0,0.547127600725
2010__suited_8__reaching_10,3,2,2,1,0,0.665054033603
763__deeper_33__values_34,2,2,1,1,0,0.666841110439
1050__money_9__lose_7,1,1,0,0,0,0.314025194073
5754__fast_5__taking_11,1,0,0,0,0,0.166055434504
5597__walkway_5__boasted_2,3,2,2,1,0,0.821355768864
685__study_3__found_10,2,1,0,0,0,0.261435499634
818__mother_2__vividly_10,3,2,2,0,0,0.575501662953
1588__service_6__initiated_3,2,1,1,1,0,0.664578123555
3632__Government_22__link_28,2,2,1,0,0,0.449410496239
7115__drunkenly_11__dipping_10,3,3,2,2,0,1.41001959553
6560__wishes_12__considered_7,2,1,1,0,0,0.436507003585
3025__cut_10__team_14,1,1,1,0,0,0.346463204142
3461__ranked_21__scale_28,1,1,1,1,0,0.504554630774
6758__hitherto_20__stable_21,3,3,2,2,0,1.43348630719
503__passes_28__left_40,3,1,1,0,0,0.400216850033
3642__role_7__Taking_1,2,2,1,0,0,0.448914970192
1749__maintain_12__team_11,1,1,1,1,0,0.531665020385
523__popes_18__exercised_15,1,1,0,0,0,0.326164446387
195__obliged_30__standard_27,1,1,0,0,0,0.259682727086
4587__couture_8__expanding_6,3,3,2,1,1,1.40637591758
524__account_6__role_9,1,1,0,0,0,0.357256243937
7127__strip_10__acknowledgement_6,1,1,0,0,0,0.247841927478
2774__lanes_20__twisting_19,3,2,1,1,0,0.765157868523
5023__voice_4__transceivered_3,3,3,3,2,1,1.8001827296
519__offensive_32__found_31,1,1,0,0,0,0.288712117341
6278__standard_2__design_5,1,1,1,1,0,0.525075354053
977__ragbag_24__elements_26,3,3,3,3,1,2.08654199526
6426__control_12__Pupils_1,3,1,0,0,0,0.328755589317
2874__age_2__structure_3,3,2,1,0,0,0.472523077954
2606__evidence_11__drawing_7,2,1,1,0,0,0.405128379649
1749__focus_15__maintain_12,2,2,1,1,0,0.634289409644
2702__finding_6__managing_13,1,0,0,0,0,0.166055434504
3193__held_27__contact_15,3,1,0,0,0,0.333705451742
3214__support_29__aims_26,2,1,0,0,0,0.271264418957
1346__world_12__inhabited_15,2,1,1,0,0,0.413537470558
6970__contest_7__announced_11,1,0,0,0,0,0.182237864533
7027__ensuring_24__landslide_27,2,2,2,0,0,0.461089568369
8150__sofas_28__stood_27,2,2,2,1,0,0.752053611669
3576__economic_26__malaise_27,3,3,3,2,1,1.33404364748
1454__dozen_18__bothered_37,2,1,0,0,0,0.291115065438
3656__covered_7__introductions_11,2,1,1,0,0,0.449736097341
6725__application_53__canvas_57,3,1,1,1,1,0.711724791553
8146__earlier_4__hub_12,2,2,0,0,0,0.447503516763
5802__ahead_14__loom_19,3,0,0,0,0,0.346299280255
6906__relationships_15__enter_4,1,1,0,0,0,0.345184293973
11950__girl_4__pig_9,3,2,0,0,0,0.313550201554
4578__hair_3__caught_12,2,1,1,0,0,0.366606895097
7002__Bar_26__acquired_18,2,2,0,0,0,0.333123002537
3579__unemployment_25__played_28,2,1,1,1,0,0.531665020385
1492__capital_18__run-up_21,2,2,1,0,0,0.31056745318
6218__terminology_2__field_5,1,1,1,0,0,0.369248292463
2113__confident_16__getting_18,2,1,1,0,0,0.391318173743
6326__attitude_19__mature_18,2,1,1,0,0,0.478085258094
2954__justified_3__challenging_10,0,0,0,0,0,0.153615485052
3221__importance_5__emphasized_10,2,2,1,1,0,0.695987651267
6327__relation_2__produce_18,2,1,0,0,0,0.277461796459
1163__soon_24__forgot_25,1,1,0,0,0,0.236985800181
4521__directive_10__drawn_6,3,0,0,0,0,0.214084295989
136__significance_14__historical_13,2,2,1,1,1,0.748634343513
5597__wheel-platform_16__boasted_2,3,2,1,0,0,0.753963616055
4646__school_33__boarding_32,1,1,1,0,0,0.443350009658
6432__clarification_13__meant_17,2,1,1,0,0,0.416266590556
6513__access_15__support_19,2,1,1,0,0,0.425737145882
1942__selling_17__meant_16,1,1,1,1,0,0.532868316647
1269__shift_6__attitudes_12,2,1,1,1,0,0.533891035257
1239__interviews_18__exposed_12,1,1,1,1,0,0.521914874054
6372__choose_13__proportion_2,3,1,1,0,0,0.389233675197
3168__business_19__pain_22,3,2,2,2,0,1.20793570615
1020__bring_10__help_8,2,1,1,1,0,0.686406967549
3581__outbursts_31__outline_19,2,2,2,0,0,0.847398610067
1477__across-the-board_11__cuts_12,2,2,1,1,0,0.865121954668
103__current_15__rules_16,2,1,1,0,0,0.38252384674
6350__initial_17__condition_20,2,1,1,1,0,0.627733779924
4563__assignment_10__resources_12,2,2,1,0,0,0.543570574529
2831__spent_40__sector_46,1,0,0,0,0,0.153615485052
2785__chateaux_15__door_36,1,1,1,0,0,0.392593240199
3153__non-punitive_7__model_8,3,3,3,3,3,2.08654199526
2654__offence_34__serious_33,1,1,1,1,0,0.495039137312
1047__agents_17__passed_12,0,0,0,0,0,0.170154760838
6902__weaker_10__versions_11,1,1,1,1,0,0.504554630774
4602__hair_6__-streaked_5,2,2,1,1,0,0.661182229519
6178__price_24__fall_18,1,1,1,1,0,0.551962496434
6743__millenarian_14__vision_15,3,3,3,3,1,2.1107807518
1883__time_16__embark_20,3,2,2,0,0,0.836101820002
2780__romance_6__quashed_12,3,3,2,2,2,1.62716303625
1930__responsible_40__community_44,1,1,0,0,0,0.262725772239
2627__question_23__drawing_25,3,2,2,1,1,0.869510059166
1521__run_14__pretending_11,3,1,1,0,0,0.642849275918
3434__reconstruction_8__accurate_7,2,1,1,0,0,0.4212058822
6188__variables_2__level_11,1,1,0,0,0,0.323102914744
1068__brush_17__slither_13,3,2,2,0,0,0.721349312532
2752__broad_23__form_18,2,2,0,0,0,0.348009196283
8163__pocket_5__dug_2,3,3,2,2,1,1.53598597232
4733__travelled_5__world_11,1,1,1,0,0,0.378663300407
8484__businessmen_6__targets_12,2,1,1,1,0,0.645699957601
3751__research_10__discusses_9,1,0,0,0,0,0.171158251564
705__looms_30__horizon_33,3,3,2,1,0,0.928388164062
1315__adoption_10__led_7,2,1,1,1,0,0.679489270806
3548__policy_32__determined_30,2,1,1,1,0,0.604274035289
7140__shape_3__familiar_6,2,1,1,0,0,0.435446380309
3202__disciplined_9__combined_5,2,2,1,0,0,0.585013633799
539__set_9__tone_12,1,1,1,0,0,0.443350009658
3535__directed_7__tackle_9,3,2,1,0,0,0.509000025391
1903__agreements_2__free_14,1,1,0,0,0,0.247841927478
5473__asleep_3__fell_2,2,1,1,1,1,0.682883394413
169__buzzard_6__eyrie_9,3,3,3,3,0,1.74677992148
4494__simple_10__crude_7,2,1,0,0,0,0.314431331305
650__gas_20__cloud_17,2,1,1,1,0,0.67800719439
2635__example_4__modified_6,2,1,1,0,0,0.401290080507
6863__view_3__encapsulated_5,3,2,2,1,1,0.967448203496
1980__perched_13__mosquito_16,3,3,3,2,2,2.16279973752
549__tackle_3__putting_4,2,1,1,1,0,0.69391720487
2941__polls_13__fall_10,2,2,2,1,0,0.787815926756
11710__sort_11__dot_13,3,3,2,2,1,1.377975485
1353__spending_16__discover_14,1,1,0,0,0,0.268929743968
478__sorts_4__takes_2,2,2,2,1,0,0.682740239987
1861__trees_27__employed_34,2,1,0,0,0,0.310150501857
3622__constructed_8__force_14,3,2,1,0,0,0.787474254353
8233__afternoon_7__drowsy_6,3,3,2,2,1,1.28970647953
3622__force_14__constructed_8,2,2,2,1,1,0.741874847999
2527__killing_16__forms_14,1,1,1,0,0,0.38252384674
1895__violence_14__defuse_9,3,2,1,0,0,0.413565279656
6185__worsened_24__situation_26,3,2,1,1,0,0.699907898122
1305__paints_15__challenging_22,2,2,0,0,0,0.321087323858
2537__science_10__able_13,2,1,1,0,0,0.523285807448
814__static_10__filled_15,3,3,0,0,0,0.505146223632
3445__security_37__reduce_54,1,0,0,0,0,0.1452706649
6650__singularization_31__force_27,3,3,2,2,1,1.69598447708
6580__ones_13__appear_15,1,1,1,0,0,0.463548546958
10215__bleeding_7__rabbit_8,3,3,1,0,0,0.605566105337
966__particularly_5__relish_6,3,2,2,1,0,0.85395461472
1609__time_15__exercise_20,2,1,0,0,0,0.271658863966
1340__round_48__ribbon_47,3,2,2,1,0,1.1338781257
8157__humiliated_19__feel_18,1,1,1,0,0,0.378663300407
3040__associated_47__shares_13,2,1,0,0,0,0.472012220335
3091__pay_20__calls_22,3,2,1,0,0,0.645920796113
2838__election_3__campaign_4,3,1,0,0,0,0.301505355478
1759__purchases_25__block_22,2,1,1,1,1,0.682883394413
5768__run_13__cover_15,1,1,1,1,1,0.639191860351
1483__included_29__plant_25,1,1,1,0,0,0.41180720609
6237__real_18__situation_19,2,1,1,1,0,0.627733779924
4866__cups_7__model_2,2,1,1,0,0,0.420669427016
5308__manoeuvre_14__poultice_20,3,3,0,0,0,0.497819416793
191__rowing_4__defended_3,1,1,0,0,0,0.297570869947
2132__looking_3__disaffected_7,3,3,2,1,0,0.757006217808
827__capture_18__feel_20,3,2,2,1,1,0.933549080127
5620__south_26__slow_19,3,2,0,0,0,0.444459710452
2787__tower_3__candle_15,3,3,2,1,0,0.871884404143
8269__comment_18__hell_8,2,1,0,0,0,0.294456348517
6965__days_20__departure_8,3,0,0,0,0,0.174208617294
2128__blond_11__model_12,2,1,1,1,0,0.627255299166
1051__price_14__setting_10,1,1,0,0,0,0.28426457727
6204__expertise_21__nucleus_17,3,2,2,0,0,0.70916003648
5218__repelling_52__invaders_53,3,3,3,2,0,1.35424998497
6741__daring_65__stuff_69,2,1,0,0,0,0.280526408725
6631__movement_36__operative_35,3,2,2,2,1,1.07691535116
191__successfully_2__defended_3,1,1,1,0,0,0.425187695332
118__sudden_3__rehabilitation_4,2,1,1,0,0,0.422129331669
1853__mobility_5__level_3,3,1,1,1,1,0.701510253909
6834__rationality_10__grounds_16,2,2,2,0,0,0.821810674236
1367__masculine_9__force_10,3,3,1,1,0,0.86539355962
6835__potential_20__images_21,2,2,2,1,0,0.745922308245
5596__outriggers_21__splayed_22,3,3,2,0,0,1.56937069597
1585__nuisances_10__defines_7,2,2,2,1,1,0.727138494367
968__shoots_7__bristles_3,3,2,1,1,0,0.752053611669
1943__fight_27__co-ordinate_25,1,0,0,0,0,0.200385087883
1895__phenomenon_24__marginal_21,3,3,3,1,1,1.64386462872
3029__trouble_18__closing_30,1,1,0,0,0,0.30441879094
6785__philosophers_43__defined_45,1,1,1,0,0,0.490199202264
1082__Humbers_25__lumpen_24,3,3,3,3,0,1.76319952242
3743__variety_17__overlays_14,2,0,0,0,0,0.236981036374
6574__express_33__environment_29,1,1,1,0,0,0.473636707094
1464__development_20__grow_15,1,1,1,0,0,0.38252384674
2134__mouth_12__appearing_7,1,1,0,0,0,0.324420822012
2932__business_26__attend_28,1,1,1,0,0,0.44918290653
4503__prepared_19__plans_18,1,1,1,0,0,0.434372781381
1246__rate_14__emblems_6,2,0,0,0,0,0.189702089847
6722__periods_20__smouldered_17,3,3,2,2,0,1.33486032788
1773__sharply_7__fallen_6,3,2,1,1,1,0.705083099341
754__cost_10__stars_35,2,2,1,0,0,0.367788296535
6246__material_10__form_7,2,1,0,0,0,0.269238859608
2742__hillside_37__sweeps_35,3,2,2,2,0,1.50957437034
6180__consequence_4__view_8,3,3,1,1,0,0.848097218214
1918__form_26__support_31,1,1,0,0,0,0.312737027704
1749__development_10__team_11,1,1,1,0,0,0.443350009658
6589__correlative_49__return_46,3,2,2,2,0,1.10739480322
6911__naught_36__setting_34,3,3,2,1,0,0.919426713358
6436__talk_20__aspect_25,2,1,1,0,0,0.406851582613
3736__requirements_28__impact_25,2,1,1,0,0,0.391318173743
5806__hold_35__hand_37,2,1,1,1,1,0.699241162769
658__PCBs_25__moving_27,3,1,1,0,0,0.396124544431
2545__causing_2__regarded_7,1,1,0,0,0,0.28846835189
1885__replace_17__competing_15,2,1,0,0,0,0.271658863966
5580__third_35__strewn_32,3,2,0,0,0,0.427221247917
6360__foreclosure_5__stage_6,2,2,2,2,1,1.29179254548
2138__estate_49__share_45,1,1,0,0,0,0.316999043271
1875__struggle_15__aim_11,2,2,1,1,0,0.679489270806
2523__manslaughters_21__includes_16,1,0,0,0,0,0.141048442678
1346__reality_20__bloodspattered_19,3,3,3,3,2,2.10008744981
128__design_5__collapsed_6,2,2,2,1,1,0.74689038633
3485__alleviated_23__impact_26,1,1,0,0,0,0.310404092156
508__fruitful_13__found_9,2,2,2,1,0,0.752053611669
13833__night_17__bound_11,2,1,1,0,0,0.391318173743
2594__Intent_1__regarded_6,2,1,0,0,0,0.277047344685
6740__term_17__sense_14,3,2,1,1,0,0.752053611669
549__putting_4__tackle_3,3,2,2,1,0,0.907551450506
8502__past_18__draw_14,2,1,1,0,0,0.436507003585
3070__offer_15__surge_9,3,1,1,1,0,0.622797508512
1310__subsumed_8__attractiveness_19,3,2,2,2,0,0.879389927343
6452__teachers_3__struck_6,2,2,2,1,0,0.713390646491
2981__cheap_7__means_10,2,2,1,1,1,0.69964413467
6164__concept_6__progress_21,3,1,0,0,0,0.280526408725
840__issue_23__complicated_22,1,1,1,1,1,0.639191860351
8331__hostess_43__blossomed_36,3,3,2,1,0,1.10192357823
3687__behaviour_8__links_5,2,2,1,0,0,0.466571682172
1392__people_9__mechanism_4,3,2,0,0,0,0.300850501857
99__including_23__decision_6,1,0,0,0,0,0.161833212282
2010__discreetly_16__reduced_17,3,3,3,1,0,1.56699411347
6184__output_6__reflect_10,1,1,1,1,0,0.525075354053
4852__hand_5__ran_2,2,1,1,0,0,0.377625484233
1398__inter-relationship_2__inverted_26,3,3,3,2,0,1.43624841512
6615__save_34__detour_38,3,3,1,0,0,0.704919932645
5173__noise_12__little_23,2,1,1,1,0,0.627733779924
3611__characteristics_39__emphasis_34,2,2,1,1,0,0.664539785744
5220__oversensitive_6__jarring_19,2,2,0,0,0,0.447503516763
6524__led_2__under-_8,2,2,2,0,0,0.703576814653
3176__learn_2__strength_6,2,1,1,1,0,0.627733779924
6649__discerned_16__direction_12,3,3,2,1,1,1.49128817012
1530__defebrillation_13__cover_4,1,1,1,1,0,0.66932400758
685__supplements_13__reduce_21,1,1,1,0,0,0.378663300407
3445__employment_43__provision_34,2,1,0,0,0,0.384247915494
6753__materially_11__balance_5,2,1,0,0,0,0.312114542651
2729__footpath_2__runs_4,2,2,2,1,0,0.796493055911
4664__husband_26__hook_23,3,3,1,1,0,0.80558482963
1665__varied_4__flurries_5,3,3,3,2,2,2.03416104288
3685__greatly_26__reduced_27,1,1,1,1,0,0.584625967376
6967__affairs_25__settle_23,1,1,1,1,0,0.525075354053
12003__tape_6__comes_2,3,2,2,2,0,1.11687756184
651__pumping_14__wreathed_22,3,2,0,0,0,0.440528701333
1675__pressing_5__clawed_9,3,2,1,1,0,0.856961540141
2752__ceased_10__rolling_13,3,1,1,1,0,0.662351221081
1917__attacks_17__decision_25,2,2,2,0,0,0.643647613263
1284__story_23__audiences_18,2,1,0,0,0,0.277461796459
6271__roads_23__form_20,2,1,1,0,0,0.428941385165
1869__revolution_5__reflects_3,2,1,1,0,0,0.509000458176
5491__girl_12__bewitching_9,3,3,2,1,1,0.770201382829
144__awarded_9__score_2,2,1,1,0,0,0.424619133459
3102__determination_24__coupled_20,3,2,2,2,1,1.40160364181
5195__headland_2__bare_7,3,2,1,1,1,0.717035991604
3539__lift_23__aimed_21,1,1,0,0,0,0.368747649981
7006__speeches_22__touched_28,3,2,2,0,0,0.590335177268
6435__build_8__tried_4,2,1,1,0,0,0.38252384674
1264__offer_9__illustrated_11,1,1,0,0,0,0.309099376016
580__houses_5__backdrop_3,3,3,1,1,0,0.731905412849
9676__trussing_17__line_18,3,3,3,1,1,1.54443313965
3016__tour_26__planning_24,1,1,1,0,0,0.443350009658
1193__recommendations_23__candidate_15,1,1,0,0,0,0.291059592766
3479__Smoking_1__feature_12,2,2,2,2,1,0.93167774159
9403__agents_7__popping_3,3,2,2,1,0,0.837608038489
5811__drama_12__lay_14,2,2,1,1,0,0.701331534402
3147__aims_9__based_4,1,1,1,0,0,0.392593240199
2078__relief_42__throwing_39,3,2,2,2,1,0.87630498913
6197__changes_6__replaced_12,2,1,1,0,0,0.421787439439
6747__world_22__position_19,2,2,1,1,0,0.672952374822
3518__included_42__sense_45,2,2,1,1,0,0.566915140275
4662__bill_16__foot_14,2,2,1,1,0,0.525468717923
6229__material_2__reflect_24,2,1,1,0,0,0.407857499647
1478__Presidents_5__changed_4,3,1,1,1,0,0.699241162769
147__music_10__transferred_4,2,1,0,0,0,0.327049275586
8212__behalf_21__hold_18,2,1,1,1,0,0.618748234226
4648__showrooms_13__swept_9,3,2,2,2,1,1.42409049937
2758__pilgrimage_4__sans_5,3,3,2,1,1,1.3884624385
1472__bogged_20__exercise_7,3,2,0,0,0,0.444459710452
6150__difficulty_3__synthesis_6,2,1,1,0,0,0.416407490524
1788__figures_9__rose_13,3,1,0,0,0,0.289647859904
8071__mind_7__diverted_10,2,2,1,1,0,0.718912958914
3161__infliction_11__pain_13,3,2,2,1,1,0.967448203496
1048__successful_14__charge_6,1,1,0,0,0,0.330259383903
5528__clothes_10__stripped_7,2,1,1,1,0,0.605643977372
1469__raising_9__ceiling_13,3,2,2,1,0,0.653900042332
6485__borough_24__ran_17,3,2,1,0,0,0.723794930912
1843__layer_21__outer_20,2,1,1,1,1,0.647585801141
1086__plays_2__keeping_7,2,1,0,0,0,0.280526408725
2829__prison_2__block_6,2,1,1,0,0,0.366051267882
1001__dash_30__add_28,3,3,3,2,0,1.48013763941
6357__escape_30__self-examination_15,2,1,1,0,0,0.407857499647
1275__tandem_14__rise_3,3,2,0,0,0,0.306745166781
723__signed_8__broken_15,3,1,0,0,0,0.301505355478
6449__science_49__applications_47,3,2,1,1,1,0.707661167605
6589__narrative_34__progress_30,2,1,0,0,0,0.279911372362
6725__wider_56__canvas_57,2,2,2,2,1,0.93167774159
4542__terrain_10__models_11,2,2,2,2,0,0.832113486455
3572__riots_37__response_34,2,1,1,0,0,0.459284002183
1953__reluctantly_44__picking_41,3,2,2,1,0,0.920563124248
3711__housing_45__aspects_31,1,1,0,0,0,0.239714920179
559__level_49__raising_47,1,1,0,0,0,0.376314260402
1503__job_23__pick_18,1,1,1,1,1,0.619439968388
3503__provide_31__grip_34,2,2,1,1,1,0.69964413467
3657__overview_17__range_21,2,1,1,1,0,0.578854281965
7328__Mbatian_5__descended_3,3,0,0,0,0,0.266501882572
1272__houses_4__moved_6,2,2,1,1,0,0.750060074483
3127__health_22__fight_17,2,1,1,0,0,0.40457512248
6140__course_26__acquire_21,2,2,1,1,0,0.679489270806
6406__decades_18__cover_7,1,0,0,0,0,0.123505676166
3156__emphasize_7__goes_4,3,2,2,1,0,0.779091375075
1079__tall_6__stuck_26,2,2,1,1,0,0.601132604886
1367__invaders_14__force_10,2,2,1,1,0,0.647585801141
6584__freedom_68__relocate_72,2,2,1,0,0,0.466571682172
1325__reveal_21__site_27,3,2,2,0,0,0.551337639192
4495__adopted_26__approach_23,1,1,0,0,0,0.369005355478
3518__sense_45__decay_49,3,3,2,2,2,1.48856884024
577__fire_16__awaiting_13,2,1,1,0,0,0.425737145882
6998__colleagues_13__ratified_19,1,0,0,0,0,0.203022634137
2519__crimes_3__retains_18,2,1,0,0,0,0.335852122535
1599__time_36__course_34,3,1,1,1,1,0.641717981073
6402__introduction_14__elements_17,2,1,1,0,0,0.608747694321
6731__debated_33__flourished_10,1,0,0,0,0,0.17286548854
13569__little_24__bit_25,2,1,1,0,0,0.416266590556
2528__application_15__wider_12,2,1,1,1,0,0.682883394413
1170__phase_19__monumental_18,3,2,1,1,0,0.7255722805
1838__unarmed_7__revolution_8,3,3,1,1,0,0.949524053402
6963__recovery_14__lead_10,2,2,2,1,1,0.722122956036
2760__PEOPLE_1__look_4,2,2,1,0,0,0.38693673203
514__kiss_13__exchanged_10,2,1,0,0,0,0.309037013908
6384__difficulty_9__reversed_6,2,1,1,1,0,0.606023069889
2572__taking_35__account_42,2,1,1,1,0,0.553754822936
3733__exert_12__provisions_6,3,3,3,0,0,1.07538736424
636__company_30__achieved_31,1,1,1,1,0,0.504554630774
3633__seen_15__separately_16,2,2,1,1,1,0.748634343513
8372__death_7__situations_13,2,1,1,0,0,0.423695076216
2896__little_18__slowly_21,1,1,0,0,0,0.328480832323
1552__rightly_9__scrapped_10,3,3,1,1,0,0.971456983694
199__anxious_12__abuse_15,3,2,1,1,0,0.611217772195
1104__mix_39__head_33,2,0,0,0,0,0.153615485052
6152__cards_24__assemble_22,3,2,1,0,0,0.686692125324
3095__inform_45__failed_43,2,1,1,0,0,0.415771064509
4578__lines_32__bow_21,3,2,0,0,0,0.319512530137
3079__yield_3__return_11,2,1,1,0,0,0.464306122716
469__Test_31__takes_32,1,1,1,1,0,0.497964964442
710__preferred_22__look_24,2,1,1,0,0,0.38252384674
1174__station_42__taking_52,2,1,0,0,0,0.301505355478
14376__school_12__pre-packed_11,3,3,3,2,1,2.02596736699
1212__forces_23__reaction_25,3,2,2,2,0,1.04105274159
7435__little_10__heifers_11,3,2,1,1,1,0.894078072258
6471__section_3__describes_4,2,1,1,1,0,0.642488321003
1064__tram_8__lines_4,3,1,0,0,0,0.397720820578
6523__entitled_23__aim_14,2,2,1,0,0,0.429842028341
6706__ones_14__maintained_18,2,1,1,0,0,0.530196530348
6601__produced_40__continuously_39,2,1,1,1,1,0.679489270806
5006__eyes_6__recesses_19,2,1,0,0,0,0.263531856667
1500__pressures_28__strain_25,3,2,1,0,0,0.436758304541
1315__led_7__image_21,3,1,0,0,0,0.310150501857
2575__murder_10__degrees_6,2,1,1,1,1,0.682883394413
2572__offence_40__gravity_37,3,2,2,2,0,1.07691535116
1190__adaptation_28__capable_26,2,1,1,1,0,0.546990812863
6149__description_19__arrived_20,3,2,1,1,1,0.836981608961
6388__subject_30__stay_26,1,1,1,1,1,0.641717981073
833__finally_34__prance_38,2,0,0,0,0,0.162292337136
5192__ground_5__gently_7,3,1,1,0,0,0.386597441099
2621__counter-arguments_2__uphold_6,2,1,1,1,0,0.761284373186
3748__global_22__scale_23,2,2,1,1,1,0.809422110677
6430__under-achievement_7__constructed_17,3,2,2,1,0,0.85395461472
1286__dropout/spiritualist_3__icon_7,3,3,1,1,0,0.919510151045
11129__bands_28__load_25,2,2,2,1,0,0.75368837916
1347__alienated_15__stare_4,3,3,2,0,0,0.754422583738
6171__improved_7__resource_9,2,1,1,1,0,0.578854281965
852__run_26__converted_24,3,2,1,1,0,0.563131055585
6762__sold_32__played_10,2,0,0,0,0,0.236981036374
1346__reality_20__harsh_18,2,1,1,1,1,0.64796916277
6235__consequence_12__situations_4,1,0,0,0,0,0.162292337136
6303__crucial_20__role_21,2,1,1,1,1,0.679489270806
648__reacted_10__sending_16,1,0,0,0,0,0.166055434504
3154__provide_5__framework_7,1,1,1,0,0,0.369248292463
820__simplicity_5__tenderness_7,2,1,1,1,0,0.662852827543
14082__role_5__forms_6,3,3,2,2,1,1.14509172272
1500__strain_43__strain_2,2,0,0,0,0,0.161833212282
3492__living-spaces_13__injection_5,2,2,0,0,0,0.318980149882
6167__people_7__viewpoint_5,1,0,0,0,0,0.141507567532
2577__single_20__leaving_18,2,1,1,1,0,0.504554630774
5122__time_7__buy_4,3,1,1,1,0,0.49377898731
6184__reflect_10__level_16,2,1,1,0,0,0.421787439439
6820__special_6__consider_9,1,0,0,0,0,0.166055434504
723__treaties_10__signed_8,2,1,1,1,0,0.633984961622
13668__please_4__nuggets_3,1,1,1,0,0,0.392593240199
2078__throwing_39__patches_44,3,0,0,0,0,0.276218421216
2646__murder_10__includes_8,2,1,1,1,0,0.633984961622
597__fire_18__shut_21,2,2,1,1,0,0.776171345723
2555__penalty_3__serve_6,1,1,1,0,0,0.378663300407
1854__identify_27__belong_23,1,1,0,0,0,0.248680395805
4852__hand_5__distracted_4,3,2,2,2,2,1.39664163398
1757__£643million_14__bid_15,2,1,1,0,0,0.416266590556
6472__progress_8__looks_4,2,1,1,0,0,0.490199202264
8242__necks_8__creamy_7,3,3,3,3,2,2.09723529726
5006__probe_14__recesses_19,2,2,1,1,0,0.647585801141
3579__deteriorating_21__role_19,3,1,1,0,0,0.371056393732
2078__appeared_15__lurking_18,3,2,1,0,0,0.626239095804
6202__dealt_7__peaks_2,2,1,1,1,0,0.69570897636
3081__feel_23__starting_21,2,1,1,1,0,0.662852827543
2737__line_21__shaggy_26,3,3,2,1,0,0.784784716162
1909__Palestinian_13__home_14,3,1,1,0,0,0.488661484724
1535__emergency_8__separate_6,3,2,1,0,0,0.572107539347
1861__towns_56__cutting_44,1,1,0,0,0,0.253644859971
6179__value_15__market_14,1,1,1,1,1,0.641717981073
7058__local_42__advances_12,1,0,0,0,0,0.141048442678
1907__building_10__engaged_8,2,1,1,1,0,0.743808892786
12153__er_6__sheet_8,3,0,0,0,0,0.289574171178
6437__talks_27__applications_33,2,1,0,0,0,0.310150501857
8440__hands_4__clean_8,1,1,0,0,0,0.293788712764
3445__combination_15__form_22,2,1,0,0,0,0.363407459005
2594__form_13__element_16,3,1,1,1,0,0.52211997156
3593__proposal_12__contained_8,1,1,1,1,0,0.504554630774
643__equivalent_20__lower_16,2,1,1,0,0,0.425737145882
1736__development_3__phases_8,2,1,1,0,0,0.38252384674
2517__form_45__serious_44,1,1,1,1,0,0.550512635412
3506__reforms_47__resting_44,2,2,2,1,1,0.741874847999
1104__parks_21__serving_9,2,1,1,0,0,0.391318173743
1580__owners_10__arose_27,3,2,1,0,0,0.362944642532
2868__Ridges_6__ghetto_10,1,1,0,0,0,0.290107284336
1906__administrative_3__links_7,2,1,1,0,0,0.370467441431
6615__required_23__elements_22,2,1,1,1,0,0.723216487301
4982__sentiment_7__hidden_2,3,2,2,0,0,0.554259145943
1850__life_20__aspects_24,2,1,1,1,0,0.460585549846
3492__living-spaces_13__happy_12,2,2,2,1,1,0.822117995992
140__banality_17__mixture_4,3,2,0,0,0,0.340295118074
5410__days_7__ahead_10,2,1,1,0,0,0.369112633178
2962__luck_12__suggest_13,1,1,1,0,0,0.391318173743
3588__issue_48__received_50,2,1,1,1,0,0.646115729804
3157__variance_23__capital_7,2,1,1,0,0,0.430196530348
4896__colour_25__adding_22,1,1,1,0,0,0.38252384674
2704__tenant_12__deposit_14,1,1,1,0,0,0.45075111925
13572__teeny_2__bit_3,3,2,1,1,1,0.905094320602
1918__burden_23__form_26,1,1,0,0,0,0.338437573608
3548__agencies_20__determined_30,2,1,0,0,0,0.38574220204
1052__reserve_4__set_6,2,1,1,0,0,0.378663300407
1876__wish_13__destroy_22,2,1,0,0,0,0.301505355478
1851__single_22__sweep_23,2,1,1,1,0,0.627733779924
5655__empires_5__conquer_4,2,2,1,1,0,0.677840653816
